,"docid","actualdate","earliestdate","firstpub","sales","recordid","OCLC","author","imprint","enumcron","title","birthdate","gender","nationality","othername","notes","path","recept","authsvols"
469,"mdp.39015030709680",1900,1899,1899,"best",670316,1744052,"Mitchell, S. Weir","New York|The Century co.|1900",,"Hugh Wynne, free Quaker",1829,"m","us",,,"mdp/pairtree_root/39/01/50/30/70/96/80/39015030709680/mdp.39015030709680.json.bz2",,152
470,"uc1.b3326082",1896,1896,1896,"best",7922851,9156593,"Smith, Francis Hopkinson","New York|Grosset & Dunlap|1896",,"Tom Grogan",1838,"m","us",,,"uc1/pairtree_root/b3/32/60/82/b3326082/uc1.b3326082.json.bz2",,155
471,"nyp.33433075727846",1899,1899,1899,"best",8664852,2977199,"Ford, Paul Leicester","New York|Grosset & Dunlap|c1899",,"Janice Meredith;",1865,"m","us",,,"nyp/pairtree_root/33/43/30/75/72/78/46/33433075727846/nyp.33433075727846.json.bz2",,47
472,"uiuo.ark+=13960=t23b6qf7w",1862,1861,1861,"best",8719440,36034873,"Wood, Ellen","London|R. Bentley|1862","v.2","East Lynne",1814,"f","uk","Wood, Henry, Mrs",,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/23/b6/qf/7w/ark+=13960=t23b6qf7w/uiuo.ark+=13960=t23b6qf7w.json.bz2",,2
473,"nyp.33433075904932",1864,1861,1861,"best",8667205,4927132,"Reade, Charles","Leipzig|B. Tauchnitz|1864","v. 1","The cloister and the hearth",1814,"m","uk",,,"nyp/pairtree_root/33/43/30/75/90/49/32/33433075904932/nyp.33433075904932.json.bz2",,259
474,"uiuo.ark+=13960=t3029cs0k",1862,1862,1862,"best",8720845,13337735,"Braddon, M. E","London|Tinsley|1862","v.1","Lady Audley's secret",1835,"f","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/30/29/cs/0k/ark+=13960=t3029cs0k/uiuo.ark+=13960=t3029cs0k.json.bz2",,273
475,"uiuo.ark+=13960=t6ww82d2p",1862,1861,1861,"best",8719440,36034873,"Wood, Ellen","London|R. Bentley|1862","v.1","East Lynne",1814,"f","uk","Wood, Henry, Mrs",,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/6w/w8/2d/2p/ark+=13960=t6ww82d2p/uiuo.ark+=13960=t6ww82d2p.json.bz2",,2
476,"uc2.ark+=13960=t5x63dv1d",1865,1864,1864,"best",7657786,153574713,"Dickens, Charles","London|Chapman & Hall|1865?",,"Our mutual friend",1812,"m","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/dv/1d/ark+=13960=t5x63dv1d/uc2.ark+=13960=t5x63dv1d.json.bz2",,1251
477,"nyp.33433075904940",1864,1861,1861,"best",8667205,4927132,"Reade, Charles","Leipzig|B. Tauchnitz|1864","v. 2","The cloister and the hearth",1814,"m","uk",,,"nyp/pairtree_root/33/43/30/75/90/49/40/33433075904940/nyp.33433075904940.json.bz2",,259
478,"uc1.b3321961",1867,1867,1867,"best",7915092,9005028,"Broughton, Rhoda","London|Richard Bentley|1867","v. 2","Cometh up as a flower",1840,"f","uk",,,"uc1/pairtree_root/b3/32/19/61/b3321961/uc1.b3321961.json.bz2",,87
479,"njp.32101067178994",1862,1861,1861,"best",8956342,2767629,"Trollope, Anthony","New York|Harper & Brothers, Publishers|1862",,"Framley parsonage",1815,"m","uk",,,"njp/pairtree_root/32/10/10/67/17/89/94/32101067178994/njp.32101067178994.json.bz2",,670
480,"mdp.39015008188404",1862,1862,1862,"best",1212718,3139628,"Hugo, Victor","New York|Carleton|1862",,"Les misérables",1802,"m","french",,,"mdp/pairtree_root/39/01/50/08/18/84/04/39015008188404/mdp.39015008188404.json.bz2",,267
481,"mdp.39015062421287",1886,1863,1863,"best",5084988,21932060,"Hale, Edward Everett","Boston|Roberts Bros.|1886",,"The man without a country",1822,"m","us",,,"mdp/pairtree_root/39/01/50/62/42/12/87/39015062421287/mdp.39015062421287.json.bz2",,80
482,"uc2.ark+=13960=t2j67fv70",1862,1862,1862,"best",7693807,796454,"Wood, Ellen","London|Bentley|1862","v.0001","The Channings",1814,"f","uk","Wood, Henry, Mrs",,"uc2/pairtree_root/ar/k+/=1/39/60/=t/2j/67/fv/70/ark+=13960=t2j67fv70/uc2.ark+=13960=t2j67fv70.json.bz2",,2
483,"uiuo.ark+=13960=t6ww82g13",1862,1862,1862,"best",8721722,1626292,"Wood, Ellen","London|Richard Bentley|1862","v.2","Mrs. Halliburton's troubles",1814,"f","uk","Wood, Henry, Mrs",,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/6w/w8/2g/13/ark+=13960=t6ww82g13/uiuo.ark+=13960=t6ww82g13.json.bz2",,2
484,"uc2.ark+=13960=t74t6md7q",1862,1862,1862,"best",7693807,796454,"Wood, Ellen","London|Bentley|1862","v.0002","The Channings",1814,"f","uk","Wood, Henry, Mrs",,"uc2/pairtree_root/ar/k+/=1/39/60/=t/74/t6/md/7q/ark+=13960=t74t6md7q/uc2.ark+=13960=t74t6md7q.json.bz2",,2
485,"uiuo.ark+=13960=t3gx4v10k",1862,1862,1862,"best",8720845,13337735,"Braddon, M. E","London|Tinsley|1862","v.3","Lady Audley's secret",1835,"f","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/3g/x4/v1/0k/ark+=13960=t3gx4v10k/uiuo.ark+=13960=t3gx4v10k.json.bz2",,273
486,"uc2.ark+=13960=t22b8xs3c",1863,1863,1863,"best",7691210,35981008,"Ouida","London|Tinsley, Brothers|1863","v.01","Held in bondage",1839,"f","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/22/b8/xs/3c/ark+=13960=t22b8xs3c/uc2.ark+=13960=t22b8xs3c.json.bz2",,237
487,"uc2.ark+=13960=t5p84469b",1896,1866,1866,"best",7658507,6314869,"Evans, Augusta J","New York|Grosset & Dunlap|c1896.",,"St. Elmo",1835,"f","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5p/84/46/9b/ark+=13960=t5p84469b/uc2.ark+=13960=t5p84469b.json.bz2",,24
488,"wu.89098020795",1866,1865,1865,"best",123313,4343007,"Dodge, Mary Mapes","New York|J. O'Kane|1866",,"Hans Brinker;",1831,"f","us",,,"wu/pairtree_root/89/09/80/20/79/5/89098020795/wu.89098020795.json.bz2",,22
489,"uiuo.ark+=13960=t0000t669",1862,1862,1862,"best",8721722,1626292,"Wood, Ellen","London|Richard Bentley|1862","v.1","Mrs. Halliburton's troubles",1814,"f","uk","Wood, Henry, Mrs",,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/00/00/t6/69/ark+=13960=t0000t669/uiuo.ark+=13960=t0000t669.json.bz2",,2
490,"uiuo.ark+=13960=t7mp5q48f",1862,1861,1861,"best",8719440,36034873,"Wood, Ellen","London|R. Bentley|1862","v.3","East Lynne",1814,"f","uk","Wood, Henry, Mrs",,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/7m/p5/q4/8f/ark+=13960=t7mp5q48f/uiuo.ark+=13960=t7mp5q48f.json.bz2",,2
491,"uc2.ark+=13960=t0ft8gt15",1863,1863,1863,"best",7691210,35981008,"Ouida","London|Tinsley, Brothers|1863","v.02","Held in bondage",1839,"f","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/0f/t8/gt/15/ark+=13960=t0ft8gt15/uc2.ark+=13960=t0ft8gt15.json.bz2",,237
492,"uva.x004152854",1896,1865,1865,"best",9787447,6958548,"Carroll, Lewis","Philadelphia|H. Altemus|c1896.",,"Alice's adventures in Wonderland",1832,"m","uk",,,"uva/pairtree_root/x0/04/15/28/54/x004152854/uva.x004152854.json.bz2",,31
493,"uiuo.ark+=13960=t0zp4bq6b",1860,1860,1860,"best",7487654,4430504,"Collins, Wilkie","London|Sampson Low|1860","v.3","The woman in white",1824,"m","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/0z/p4/bq/6b/ark+=13960=t0zp4bq6b/uiuo.ark+=13960=t0zp4bq6b.json.bz2",,231
494,"uiuo.ark+=13960=t9q24781z",1860,1860,1860,"best",7487654,4430504,"Collins, Wilkie","London|Sampson Low|1860","v.2","The woman in white",1824,"m","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/9q/24/78/1z/ark+=13960=t9q24781z/uiuo.ark+=13960=t9q24781z.json.bz2",,231
495,"uc1.b3321960",1867,1867,1867,"best",7915092,9005028,"Broughton, Rhoda","London|Richard Bentley|1867","v. 1","Cometh up as a flower",1840,"f","uk",,,"uc1/pairtree_root/b3/32/19/60/b3321960/uc1.b3321960.json.bz2",,87
496,"dul1.ark+=13960=t2q53cb55",1863,1861,1861,"best",10942993,12498839,"Eliot, George","Mobile, Alabama|S.H. Goetzel|1863",,"Silas Marner",1819,"f","uk",,,"dul1/pairtree_root/ar/k+/=1/39/60/=t/2q/53/cb/55/ark+=13960=t2q53cb55/dul1.ark+=13960=t2q53cb55.json.bz2",,562
497,"uiuo.ark+=13960=t5bc48x1g",1860,1860,1860,"best",7487654,4430504,"Collins, Wilkie","London|Sampson Low|1860","v.1","The woman in white",1824,"m","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/5b/c4/8x/1g/ark+=13960=t5bc48x1g/uiuo.ark+=13960=t5bc48x1g.json.bz2",,231
498,"uc2.ark+=13960=t47p90h5h",1862,1862,1862,"best",7693807,796454,"Wood, Ellen","London|Bentley|1862","v.0003","The Channings",1814,"f","uk","Wood, Henry, Mrs",,"uc2/pairtree_root/ar/k+/=1/39/60/=t/47/p9/0h/5h/ark+=13960=t47p90h5h/uc2.ark+=13960=t47p90h5h.json.bz2",,2
499,"uc2.ark+=13960=t4gm82m68",1868,1868,1868,"best",1421435,30743985,"Alcott, Louisa May","Boston|Roberts Brothers|1868-69.",,"Little women;",1832,"f","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4g/m8/2m/68/ark+=13960=t4gm82m68/uc2.ark+=13960=t4gm82m68.json.bz2",,79
500,"uiuo.ark+=13960=t5k93vn7x",1862,1862,1862,"best",8721722,1626292,"Wood, Ellen","London|Richard Bentley|1862","v.3","Mrs. Halliburton's troubles",1814,"f","uk","Wood, Henry, Mrs",,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/5k/93/vn/7x/ark+=13960=t5k93vn7x/uiuo.ark+=13960=t5k93vn7x.json.bz2",,2
501,"nyp.33433074940838",1886,1869,1869,"best",8663855,7315096,"Blackmore, R. D","London|S. Low, Marston, Searle, and Rivington|1886",,"Lorna Doone",1825,"m","uk",,,"nyp/pairtree_root/33/43/30/74/94/08/38/33433074940838/nyp.33433074940838.json.bz2",,108
502,"uc2.ark+=13960=t8sb4459b",1895,1869,1869,"best",7695160,364117919,"Wood, Ellen","London|R. Bentley|1895",,"Roland Yorke",1814,"f","uk","Wood, Henry, Mrs",,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8s/b4/45/9b/ark+=13960=t8sb4459b/uc2.ark+=13960=t8sb4459b.json.bz2",,232
503,"uc2.ark+=13960=t9g44mk8f",1863,1863,1863,"best",7691210,35981008,"Ouida","London|Tinsley, Brothers|1863","v.03","Held in bondage",1839,"f","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/9g/44/mk/8f/ark+=13960=t9g44mk8f/uc2.ark+=13960=t9g44mk8f.json.bz2",,237
504,"uiuo.ark+=13960=t71v61w5d",1862,1862,1862,"best",8720845,13337735,"Braddon, M. E","London|Tinsley|1862","v.2","Lady Audley's secret",1835,"f","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/71/v6/1w/5d/ark+=13960=t71v61w5d/uiuo.ark+=13960=t71v61w5d.json.bz2",,273
505,"uc1.$b348168",1933,1933,1933,"best",9554910,,"Allen, Hervey","New York|Rinehart & Co., Inc.|c1933.",,"Anthony Adverse / | $c: by Hervey Allen ; decorations by Allan McNab.",1889,"m","us",,"allen, hervey | anthony adverse","uc1/pairtree_root/$b/34/81/68/$b348168/uc1.$b348168.json.bz2",,11
506,"uc1.b3687333",1935,1935,1935,"best",6700624,,"Day, Clarence","New York|London,A.A. Knopf|1935.",,"Life with father, | $c: by Clarence Day.",1874,"m","us",,"day, clarence | life with father","uc1/pairtree_root/b3/68/73/33/b3687333/uc1.b3687333.json.bz2",,20
507,"mdp.39015043112773",1931,1931,1931,"best",3341615,,"Baum, Vicki","New York|Grosset & Dunlap|c193l.",,"Grand Hotel / | $c: Vicki Baum ; translated by Basil Creighton.",1888,"f","austrian",,"baum, vicki | grand hotel","mdp/pairtree_root/39/01/50/43/11/27/73/39015043112773/mdp.39015043112773.json.bz2",,19
508,"uc1.b4097312",1933,1933,1933,"best",6152758,,"Fallada, Hans","New York|Grosset & Dunlap|c1933.",,"Little man, what now? / | $c: By Hans Fallada [pseud.]",1893,"m","german",,"fallada, hans | little man, what now?","uc1/pairtree_root/b4/09/73/12/b4097312/uc1.b4097312.json.bz2",,12
509,"mdp.39015003681841",1933,1933,1933,"best",432209,,"Galsworthy, John","New York|C. Scribner's sons|1933.",,"One more river, | $c: by John Galsworthy.",1867,"m","uk",,"galsworthy, john | one more river","mdp/pairtree_root/39/01/50/03/68/18/41/39015003681841/mdp.39015003681841.json.bz2",,226
510,"uc1.$b86043",1934,1934,1934,"best",473523,,"Bottome, Phyllis","Boston|New York|Houghton Mifflin company|1934.",,"... Private worlds.",1884,"f","uk",,"bottome, phyllis | private worlds","uc1/pairtree_root/$b/86/04/3/$b86043/uc1.$b86043.json.bz2",,23
511,"mdp.39015000636095",1933,1933,1933,"best",628637,,"Lewis, Sinclair","Garden City, N.Y.|Doubleday, Doran|1933.",,"Ann Vickers / | $c: by Sinclair Lewis.",1885,"m","us",,"lewis, sinclair | ann vickers","mdp/pairtree_root/39/01/50/00/63/60/95/39015000636095/mdp.39015000636095.json.bz2",,94
512,"uc1.b3687212",1930,1930,1930,"best",582519,,"Bromfield, Louis","New York|Frederick A. Stokes Company|1930.",,"Twenty-four hours, | $c: by Louis Bromfield.",1896,"m","us",,"bromfield, louis | twenty-four hours","uc1/pairtree_root/b3/68/72/12/b3687212/uc1.b3687212.json.bz2",,57
513,"mdp.39015003341842",1935,1935,1935,"best",388520,,"Field, Rachel","New York|The Macmillan|1935.",,"Time out of mind, | $c: by Rachel Field.",1894,"f","us",,"field, rachel | time out of mind","mdp/pairtree_root/39/01/50/03/34/18/42/39015003341842/mdp.39015003341842.json.bz2",,17
514,"uc1.$b56702",1932,1932,1932,"best",391839,,"Golding, Louis","New York|Farrar & Rinehart, Incorporated|c1932",,"Magnolia street.",1895,"m","uk",,"golding, louis | magnolia street","uc1/pairtree_root/$b/56/70/2/$b56702/uc1.$b56702.json.bz2",,13
515,"mdp.39015053606771",1936,1936,1936,"best",671029,,"Morgan, Charles","New York|Macmillan|1936.",,"Sparkenbroke.",1894,"m","uk",,"morgan, charles | sparkenbroke","mdp/pairtree_root/39/01/50/53/60/67/71/39015053606771/mdp.39015053606771.json.bz2",,20
516,"mdp.39015030850781",1935,1935,1935,"best",582444,,"Briffault, Robert","New York|C. Scribner's sons|1935.",,"Europa; | the days of ignorance, | $c: by Robert Briffault.",1876,"m","uk",,"briffault, robert | europa","mdp/pairtree_root/39/01/50/30/85/07/81/39015030850781/mdp.39015030850781.json.bz2",,8
517,"uc1.b3687497",1933,1933,1933,"best",625693,,"Carroll, Gladys Hasty","New York|The Macmillan company|1933.",,"As the earth turns | $c: [by] Gladys Hasty Carroll.",1904,"f","us",,"carroll, gladys hasty | as the earth turns","uc1/pairtree_root/b3/68/74/97/b3687497/uc1.b3687497.json.bz2",,7
518,"mdp.39015005332708",1930,1930,1930,"best",426051,,"Barnes, Margaret Ayer","New York|Houghton Mifflin Company|1930.",,"Years of grace.",1886,"f","us",,"barnes, margaret ayer | years of grace","mdp/pairtree_root/39/01/50/05/33/27/08/39015005332708/mdp.39015005332708.json.bz2",,8
519,"mdp.39015003321695",1938,1938,1938,"best",1115047,,"Lindbergh, Anne Morrow","New York|Harcourt, Brace and company|1938",,"Listen! the wind, | $c: by Anne Morrow Lindbergh. With foreword and map drawings by Charles A. Lindbergh.",1906,"f","us",,"lindbergh, anne morrow | listen! the wind","mdp/pairtree_root/39/01/50/03/32/16/95/39015003321695/mdp.39015003321695.json.bz2",,6
520,"mdp.39015031217857",1933,1933,1934,"best",282097,,"Barnes, Margaret Ayer","Boston|New York|Houghton Mifflin Company|1933.",,"Within this present, | $c: by Margaret Ayer Barnes ...",1886,"f","us",,"barnes, margaret ayer | within this present","mdp/pairtree_root/39/01/50/31/21/78/57/39015031217857/mdp.39015031217857.json.bz2",,8
521,"mdp.39015031231221",1932,1932,1932,"best",485207,,"Deeping, Warwick","New York, A. A. Knopf|1932.",,"Old wine and new, | $c: by Warwick Deeping.",1877,"m","uk",,"deeping, warwick | old wine and new","mdp/pairtree_root/39/01/50/31/23/12/21/39015031231221/mdp.39015031231221.json.bz2",,58
522,"mdp.39015030700937",1938,1938,1938,"best",381678,,"Allen, Hervey","New York|Farrar & Rinehart|c1938.",,"Action at Aquila / | $c: by Hervey Allen.",1889,"m","us",,"allen, hervey | action at aquila","mdp/pairtree_root/39/01/50/30/70/09/37/39015030700937/mdp.39015030700937.json.bz2",,11
523,"uc1.32106010568852",1934,1934,1934,"best",7127603,,"Dinesen, Isak","New York|H. Smith and R. Haas|1934",,"Seven Gothic tales, | $n: by Isak Dinesen. With an introd. by Dorothy Canfield.",1885,"f","danish",,"dinesen, isak | seven gothic tales","uc1/pairtree_root/32/10/60/10/56/88/52/32106010568852/uc1.32106010568852.json.bz2",,6
524,"mdp.39015063740214",1933,1933,1933,"best",242717,,"Aldrich, Bess Streeter","New York|London|D. Appleton-Century company, incorporated|1933.",,"Miss Bishop | $c: [by] Bess Streeter Aldrich.",1881,"f","us",,"aldrich, bess streeter | miss bishop","mdp/pairtree_root/39/01/50/63/74/02/14/39015063740214/mdp.39015063740214.json.bz2",,17
525,"uc1.$b245130",1932,1932,1932,"best",1186903,,"Tarkington, Booth","Garden City, N.Y.|Doubleday, Doran and company, inc.|1932.",,"Mary's Neck, | $c: by Booth Tarkington; frontispiece by Wallace Morgan.",1869,"m","us",,"tarkington, booth | mary's neck","uc1/pairtree_root/$b/24/51/30/$b245130/uc1.$b245130.json.bz2",,207
526,"mdp.39015031230819",1931,1931,1931,"best",485102,,"Deeping, Warwick","New York|R. M. McBride & company|1931.",,"The bridge of desire, | $c: by Warwick Deeping.",1877,"m","uk",,"deeping, warwick | the bridge of desire","mdp/pairtree_root/39/01/50/31/23/08/19/39015031230819/mdp.39015031230819.json.bz2",,58
527,"uc1.b3687333",1935,1935,1937,"best",6700624,,"Day, Clarence","New York|London,A.A. Knopf|1935.",,"Life with father, | $c: by Clarence Day.",1874,"m","us",,"day, clarence | life with mother","uc1/pairtree_root/b3/68/73/33/b3687333/uc1.b3687333.json.bz2",,20
528,"uc1.b3688431",1933,1933,1934,"best",10137388,,"Hobart, Alice Tisdale","New York|Grosset & Dunlap|c1933.",,"Oil for the lamps of China / | $c: Alice Tisdale Hobart.",1882,"f","us",,"hobart, alice tisdale | oil for the lamps of china","uc1/pairtree_root/b3/68/84/31/b3688431/uc1.b3688431.json.bz2",,6
529,"mdp.39015030851094",1937,1937,1937,"best",582509,,"Bromfield, Louis","New York|London|Harper & brothers|1937.",,"The rains came; | a novel of modern India, | $c: by Louis Bromfield.",1896,"m","us",,"bromfield, louis | the rains came","mdp/pairtree_root/39/01/50/30/85/10/94/39015030851094/mdp.39015030851094.json.bz2",,57
530,"mdp.39015014519741",1934,1934,1934,"best",629190,,"Lewis, Sinclair","New York|P. F. Collier & Son Corp.|c1934",,"Work of art.",1885,"m","us",,"lewis, sinclair | work of art","mdp/pairtree_root/39/01/50/14/51/97/41/39015014519741/mdp.39015014519741.json.bz2",,94
531,"mdp.39015002758020",1936,1936,1936,"best",1027802,,"Santayana, George","New York|C. Scribner's sons|1936.",,"The last Puritan, | a memoir in the form of a novel, | $c: by George Santayana.",1863,"m","us",,"santayana, george | the last puritan","mdp/pairtree_root/39/01/50/02/75/80/20/39015002758020/mdp.39015002758020.json.bz2",,5
532,"uc1.b3267310",1934,1934,1935,"best",6127201,,"Werfel, Franz","New York|Modern Library|1934?",,"The forty days of Musa Dagh / | $c: by Franz Werfel ; translated from the German by Geoffrey Dunlop.",1890,"m","german",,"werfel, franz | the forty days of musa dagh","uc1/pairtree_root/b3/26/73/10/b3267310/uc1.b3267310.json.bz2",,24
533,"pst.000029131198",1938,1938,1938,"best",9811442,,"Field, Rachel","New York|Macmillan company|1947 [c1938].",,"All this and heaven too / | $c: by Rachel Field.",1894,"f","us",,"field, rachel | all this, and heaven too","pst/pairtree_root/00/00/29/13/11/98/000029131198/pst.000029131198.json.bz2",,17
534,"uc1.b4093278",1931,1931,1931,"best",432275,,"Galsworthy, John","New York|C. Scribner's Sons|1931.",,"Maid in waiting, | $c: by John Galsworthy.",1867,"m","uk",,"galsworthy, john | maid in waiting","uc1/pairtree_root/b4/09/32/78/b4093278/uc1.b4093278.json.bz2",,226
535,"mdp.39015030727955",1934,1934,1934,"best",624951,,"Chase, Mary Ellen","New York|Macmillan|c1934.",,"Mary Peters, | $c: by Mary Ellen Chase.",1887,"f","us",,"chase, mary ellen | mary peters","mdp/pairtree_root/39/01/50/30/72/79/55/39015030727955/mdp.39015030727955.json.bz2",,24
536,"uc1.b4381182",1931,1931,1931,"best",9511796,,"Aldrich, Bess Streeter","Appleton-Century-Crofts|1931.",,"A white bird Flying.",1881,"f","us",,"aldrich, bess streeter | a white bird flying","uc1/pairtree_root/b4/38/11/82/b4381182/uc1.b4381182.json.bz2",,17
537,"mdp.49015000983156",1969,1936,1936,"best",4517746,,"Huxley, Aldous",,,"Eyeless in Gaza, | a novel.",1894,"m","uk",,"huxley, aldous | eyeless in gaza","mdp/pairtree_root/49/01/50/00/98/31/56/49015000983156/mdp.49015000983156.json.bz2",,78
538,"mdp.39015048899135",1938,1938,1938,"best",1186190,,"Spring, Howard","New York|Viking Press|1938.",,"My son, my son! /",1889,"m","uk",,"spring, howard | my son, my son!","mdp/pairtree_root/39/01/50/48/89/91/35/39015048899135/mdp.39015048899135.json.bz2",,12
539,"uc1.b3456943",1939,1939,1939,"best",6302709,,"Morley, Christopher","Philadelphia|New York [etc.|J.B. Lippincott Company|c1939",,"Kitty Foyle.",1890,"m","us",,"morley, christopher | kitty foyle","uc1/pairtree_root/b3/45/69/43/b3456943/uc1.b3456943.json.bz2",,43
540,"mdp.39015007028577",1937,1937,1937,"best",38995,,"Roberts, Kenneth Lewis","Greenwich, Conn.|Fawcett|c1937",,"Northwest passage, | $c: [by] Kenneth Roberts.",1885,"m","us",,"roberts, kenneth | northwest passage","mdp/pairtree_root/39/01/50/07/02/85/77/39015007028577/mdp.39015007028577.json.bz2",,25
