docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,shorttitle,category
uc1.b4358736,"Rutman, Leo",,,m,us,b. 1935,1982,,1982,1,1,,New York|Viking Press|198,Fiction,,5 good boys,novel
uc2.ark+=13960=t7rn33f47,"Ebers, Georg",,,m,de,1837-1898.,1880,,1880,1,1,v.03,New York;D. Appleton;1880,,,Works,novel
mdp.39015030767803,"Bell, Mackenzie",,,u,,1856-1930.,1927,,1927,6,6,v.1,"New York|L. MacVeagh, The",ContainsBiogMaterial|NotF,English fiction|American ,Representative novelists of the nineteenth century : being passages from their works with brief biographies and introductions and a critical essay,reprint
uc2.ark+=13960=t9959jh4g,"May, Evan",,,m,uk,,1890,,1890,1,1,,London;Nicholson;189-?,,,Zenobia Marsh;,novel
njp.32101067630002,"Brannan, William Penn",,,m,us,1825-1866.,1865,,1865,1,1,,New York;J.C. Haney & Co.,Fiction,,The hardshell Baptist strikes ile,novel
uc1.32106007220202,Buddhaghosa,,,u,,,1921,,1921,4,4,v.29,"Cambridge, Mass.;Harvard ",NotFiction,"Legends, Buddhist|Suttapi",Buddhist legends,reprint
mdp.39015063240744,"Ridgway, Keith",,,m,ir,1965-,2006,,2006,1,1,,London|Fourth Estate|2006,Psychological fiction|Fic,Illustrators|Fiction|Arti,Animals,novel
uc1.$b106327,"Meagher, Joseph William",,,m,us,b. 1917,1960,,1960,1,1,,"Boston|Little, Brown|1960",Fiction,,"Tippy Locklin, a novel",novel
uc2.ark+=13960=t9x060k11,"Manning, Anne",,,f,uk,1807-1879.,1860,,1860,1,1,,London;R. Bentley;1860.,,,Town and forest,novel
mdp.39076002196686,"King, Marian",,,f,us,1928-1986,1948,,1948,1,1,,Philadelphia|J.B. Lippinc,Fiction,David|Juvenile fiction|Ki,Young King David,novel
uiuo.ark+=13960=t3417b08v,"Dallas, Robert Charles",,,m,uk,1754-1824.,1808,,1808,2,2,v.1,London;Printed for Longma,,English fiction,The knights,novel
uiuo.ark+=13960=t2x35d69n,Rennie,"Rennie, James",,m,uk,1787-1867,1819,,1819,3,3,v.1,Edinburgh;Archibald Const,,,Saint Patrick,novel
mdp.39015011955427,"Sawyer, Ruth",,,f,us,1880-1970.,1916,,1916,2,1,,New York;London;Harper & ,Juvenile audience|Fiction,Christmas stories,This way to Christmas,novel
mdp.39015063526787,"Agg, John",,,m,,1783-1855.,1816,,1816,3,3,v.2,London;Printed for J. Joh,Fiction,,Eighteen hundred and fifteen; a satirical novel,novel
njp.32101068167491,Colonel,"Davidson, Charles Lock",The Commodore,m,us,,1916,,1916,1,1,,"Wichita, Kansas;The Golds",NotFiction,"Dilson, Frank|Islands|Flo",Dilson's Key,novel
mdp.39015033983001,"Kantor, Herman I | Larson, Eric",,,m,,,1994,,1994,1,1,,"Santa Barbara, Calif.|Fit",Fiction|Historical fictio,Russia (Federation)|Ficti,The miraculous milk cow : more tales my great great grandfather might tell about life in the ghetto of Russia in the time of the czars,shortstories
uc1.$b244821,"Storm, Hans Otto",,,m,de,1895-1941.,1938,1937,1938,1,1,,London|W. Heinemann|1938,NotFiction,,Pity the tyrant,novel
uc1.b3728085,"Butler, William",,,m,,1929-,1965,,1965,1,1,,London|P. Owen|1965,Fiction,,Cire perdue,novel
uc1.$b34045,"Bischoff, Ilse",,,,,1901-,1953,,1953,1,1,,New York|Viking Press|195,NotFiction,,Drive slowly--six dogs;,nonfic
mdp.39015030716305,"Spring, Howard",,,m,uk,1889-1965.,1973,,1965,1,1,,London|Collins|1973.,Fiction,,Eleven stories & a beginning;,shortstories
njp.32101068177557,"Edgerton, Wild",,,m,us,,1870,,1870,1,1,,"Chicago, Ill.;B. Hand;187",NotFiction,,Railroad life in America,novel
uiuo.ark+=13960=t3vt2953t,Stone,"Stone, Elizabeth",,f,uk,,1842,,1842,2,2,v.2,London;Richard Bentley;18,,,"William Langshawe, the Cotton Lord",novel
uiuo.ark+=13960=t6xw4rw1j,"Cuthbertson, Catherine",,,f,uk,1775-1842,1803,,1803,12,12,v.2,London;Printed for G. and,Fiction,English fiction,Romance of the Pyrenees,novel
mdp.39015011560284,"Calisher, Hortense",,,f,us,1911-2009,1972,,1972,1,1,,New York|Arbor House|1972,Fiction,,Standard Dreaming,novel
njp.32101067708139,"[Bennet, William]","Bennet, William",,m,,1796-1879.,1822,,1822,3,3,vol.3,"London, Longman, Hurst, R",NotFiction,,Malpas;,novel
mdp.39015001044968,"Gombrowicz, Witold","Gombrowicz, Witold Marian",,m,po,1904-1969,1980,1939,1980,3,3,,London|Boston|M. Boyars|1,Fiction|NotFiction,,"Possessed, or, The secret of Myslotch",reprint
mdp.39015014777000,"Blasco Ib��ez, Vicente",,,m,es,1867-1928.,1929,,1928,2,2,,New York|E. P. Dutton & c,NotFiction,"Columbus, Christopher|Fic","Unknown lands, the story of Columbus",novel
mdp.39015063965886,"Nagarkar, Kiran",,,m,in,1942-,1980,,1980,2,2,,"St. Lucia, (Qld.)|Univers",Fiction,,Seven sixes are forty-three,novel
njp.32101064710591,"Pickering, Ellen",,,f,uk,1801-1843,1844,1840,1843,1,1,vol.1,S.l.;s.n.;184-?,NotFiction,,Who shall be heir?,novel
mdp.39015031598389,"Cheever, John",,,m,us,1912-1982,1964,,1964,2,2,,New York|Harper & Row|c19,Fiction,,The Wapshot scandal,novel
uc2.ark+=13960=t2988432w,"Cheney, Warren","Cheney, Lemuel Warren",,m,us,1858-1921.,1907,,1907,2,2,,New York;A.L. Burt;c1907,,,His wife,novel
mdp.39015024087515,"Williams, Ursula Moray",,,f,uk,1911-2006.,1951,,1951,1,1,,London|Chatto & Windus|19,UnknownGenre,,Jockin the jester,juvenile
uc1.32106011946701,,,,,,,1968,,1968,1,1,,London|New York [etc.|Oxf,NotFiction,,The Oxford illustrated Old Testament; with drawings by contemporary artists,reprint
uiuo.ark+=13960=t6k07mn67,"Braddon, M. E. (Mary Elizabeth)",,,f,uk,1835-1915.,1875,,1875,2,2,v.1,London;J. Maxwell;1875.,,,Hostages to fortune;,novel
nyp.33433081595013,"Miss Pardoe, (Julia)",,,f,uk,1806-1862.,1833,,1833,3,3,v.2,London;Saunders and Otley,NotFiction,Portugal|Description and ,Traits and traditions of Portugal collected during a residence in that country,novel
inu.39000005582288,"VanEtten, Teresa",,,f,us,1951-,1987,,1987,1,1,,"Santa Fe, N.M.|Sunstone P",NotFiction,Indians of North America|,Ways of Indian wisdom : stories,shortstories
uc1.b3688384,"Hervey, Harry",,,m,us,1900-1951,1941,,1941,2,2,,New York|Putnam|c1941,Fiction,,School for eternity,novel
mdp.39076002850787,,,,,,,1977,,1977,2,2,,"Prospect Heights, IL|Wave",Fiction,Children's literature,Sharing literature with children : a thematic anthology,reprint
uc1.$b243341,"Horgan, Paul",,,m,us,1903-1995.,1957,,1957,1,1,,"New York|Farrar, Straus a",Fiction,,Give me possession,novel
nyp.33433076094618,"Gibbs, George","Gibbs, George Fort",,m,us,1870-1942.,1918,,1918,1,1,,London;Appleton;1918.,NotFiction,,The golden bough,novel
uiuo.ark+=13960=t5w67451b,"Scott, Walter, Sir",,,m,uk,1771-1832.,1818,1817,1818,21,7,v.1,Edinburgh;Printed by Jame,Fiction|UnknownGenre|NotF,Fiction|1671-1734|Rob Roy,Rob Roy,novel
mdp.39015030704863,"Mann, Leonard",,,m,au,1895-1981,1944,1932,1944,2,2,,Melbourne|Robertson & Mul,Fiction,"World War, 1914-1918|Fict",Flesh in armour; a novel,novel
uva.x000529713,"Hugo, Victor",,,m,fr,1802-1885.,1887,1831,1885,3,3,V.4,"Boston;Little, Brown;1887",Fiction,,Romances,reprint
uc1.b4369661,,"Munif, Abdul Rahman",,m,sau,1933-2004,1988,,1988,1,1,,London|New York|Quartet B,Fiction,,Endings,novel
mdp.39015005308682,"Hughes, Langston",,,m,us,1902-1967.,1947,1934,1947,3,1,,New York|A. A. Knopf|1947,Fiction,,The ways of white folks,shortstories
uc2.ark+=13960=t82j6h609,,"Hall, Anna Maria",,f,ir,1800-1881,1850,,1850,1,1,,New York;G. A. Leavitt;18,,Gift books,The Juvenile forget-me-not,juvenile
mdp.39015068232969,"Gidde, Walter",,,m,,,1848,1615,1848,1,1,,London;W. Pickering;1848.,NotFiction,Decoration and ornament|G,A booke of sundry dravghtes,reprint
uiuo.ark+=13960=t0000tq23,"Ainsworth, William Harrison",,,m,uk,1805-1882.,1841,,1841,16,5,v. 1,"London;Hugh Cunningham, S",Fiction|UnknownGenre|NotF,"Fire, 1666|London|Fires|L",Old Saint Paul's,novel
nyp.33433074915533,"Moore, Oliver",,,m,,,1833,,1833,2,2,v. 1,Philadelphia;E. L. Carey ,Fiction,,"The staff officer : or, the soldier of fortune : a tale of real life",novel
mdp.39015008631494,"Hobart, Alice Tisdale Nourse, Mrs",,,f,us,1882-1967.,1945,,1945,2,2,,Indianapolis|New York|The,NotFiction,,The peacock sheds his tail,novel
mdp.39015037818021,,,,,,,1996,,1996,1,1,,Ithaca|Cornell University,Bibliographies|NotFiction,Poland|Literary collectio,Stranger in our midst : images of the Jew in Polish literature,reprint
mdp.39015086885897,"Hope, Laura Lee",,"Hope, Laura Lee",f,us,,1916,,1916,1,1,,"Akron, Ohio;Saalfield Pub",Juvenile audience|Fiction,Actresses|Fiction,"The moving picture girls in war plays, or, The sham battles at Oak Farm",juvenile
uc2.ark+=13960=t55d8p75q,"Quiller-Couch, Arthur Thomas, Sir",,,m,uk,1863-1944.,1896,1895,1896,2,2,,London;Cassell;1896.,,,Wandering heath,novel
inu.30000109973788,"Hollon, Frank Turner",,,m,us,1963-,2006,,2006,1,1,,San Francisco|MacAdam/Cag,Mystery fiction|Psycholog,Fiction|Murderers|Psychia,Blood and circumstance : a novel,novel
mdp.39015014137262,"Lipsky, Eleazar",,,m,us,1911-1993,1950,,1950,1,1,,"Garden City, N.Y.|Doubled",Fiction,,The people against O'Hara,novel
mdp.39015024077201,"Barrett, William E.  (William Edmund)",,,m,us,1900-1986.,1971,,1971,1,1,,"Garden City, N.Y.|Doubled",UnknownGenre,,A woman in the house,novel
mdp.39015000576945,"Heym, Stefan",,,m,de,1913-2001.,1963,,1963,1,1,,London|Cassell|1963,Fiction,,"Shadows and lights, eight short stories",shortstories
uc1.$b803226,"Harrington, Joseph",,,m,us,1903-1980,1965,,1965,1,1,,Philadelphia|Lippincott|1,Fiction,,The last known address; a mystery novel,novel
nyp.33433075765663,"Parsons, (Gertrude), Mrs",,,f,uk,1812-1891.,1890,,1890,1,1,,London;Burns & Oates;New ,NotFiction,,Thomas Rileton: his family and friends. A narrative,novel
nyp.33433082531934,"Edgeworth, Maria",,,f,uk,1767-1849.,1822,,1822,11,11,v. 1,Cambridge;Hilliard and Me,Juvenile audience|Fiction,Juvenile fiction|Conduct ,"Frank, a sequel to Frank in Early lessons",juvenile
mdp.39015047511772,"Ray, Francis",,,f,us,1944-2013,1998,,1998,1,1,,New York|Kensington Pub. ,Love stories|Fiction,Fiction|African Americans,Break every rule,novel
pst.000021000997,,,,,,,1976,,1976,1,1,v.3,"Pleasantville, N.Y.|Reade",NotFiction,Condensed books,"Reader's digest condensed books : volume 3, 1976",reprint
uc2.ark+=13960=t25b04r8q,"Smith, Horace",,,m,uk,1779-1849.,1826,,1826,3,3,v.2,London;Colburn;1826.,,Great Britain|Fiction|Com,Brambletye house,novel
loc.ark+=13960=t2891c06r,"Headley, Joel Tyler",,,m,us,1813-1897.,1849,,1849,1,1,,New York;Baker and Scribn,,Description and travel|Ne,The Adirondack;,novel
nyp.33433074856646,"Gilbert, William",,,m,uk,1804-1890.,1877,,1877,1,1,,"London;Daldy, Isbister & ",Fiction,English fiction,Them boots,novel
nyp.33433043830078,"Stevenson, Rennie",,,m,,,1901,,1901,1,1,,London;J. MacQueen;1901.,NotFiction,"South African War, 1899-1",Through Rhodesia with the sharpshooters,novel
mdp.39015000550437,"Houghton, Claude","Oldfield, Claude Houghton","Houghton,Claude",m,uk,1889-1961.,1942,,1942,1,1,,London|Collins|1942.,UnknownGenre,,"All change, humanity!",novel
mdp.39015013501922,"Pohl, Frederik","Pohl Jr., Frederik George",,m,us,1919-2013,1984,,1984,1,1,,New York|DAW Books|1984|(,Fiction,,Demon in the skull,novel
mdp.39015028919721,"Mitra, Pratap",,,m,in,,1992,,1992,1,1,,"Calcutta, India|Writers W",Fiction,,Shattered : stories,shortstories
mdp.39015060067975,"Jin, Ha","Jin, Xuefei","Jin, Ha",m,ch,1956-,2004,,2004,1,1,,New York|Pantheon Books|2,Bibliographies|Fiction,"Korean War, 1950-1953|Fic",War trash,novel
nyp.33433076090517,"Freeman, Mary Eleanor (Wilkins), Mrs",,,f,us,1852-1930.,1898,,1898,1,1,,London;and New York;Harpe,NotFiction,,Silence & other stories,shortstories
uiuo.ark+=13960=t14m9t26n,"Roche, Regina Maria",,,f,uk,1764?-1845.,1828,,1828,3,3,v.3,London;A.K. Newman & Co.;,,823R583CO1828,Contrast,novel
mdp.39015018978778,"Ben�tez Rojo, Antonio",,,m,cu,1931-2005.,1990,1979,1990,2,2,,Amherst|University of Mas,Fiction,,Sea of lentils,novel
uc1.$b286513,"Timms, Edward Vivian",,,m,au,1895-1960.,1965,1950,1960,1,1,,Sydney|Angus and Robertso,NotFiction,,The beckoning shore,novel
mdp.39015020072008,"Fisher, Dorothy Canfield",,,f,us,1879-1958.,1950,,1950,1,1,,New York|Random House|195,Fiction,"Revolution, 1775-1783|Fic",Paul Revere and the minute men,novel
mdp.39015013100972,"Carey, Peter",,,m,au,1943-,1979,,1979,2,2,,"St. Lucia, Q.|University ",Fiction|NotFiction,,War crimes : short stories,shortstories
uc1.32106014453283,"MacInnes, Helen",,,f,uk,1907-1985.,1961,,1961,1,1,,"New York|Harcourt, Brace ",Fiction,"Fiction|World War, 1939-1","Assignment, suspense : a three novel omnibus",novel
mdp.39015063931862,,,,,,,1800,,1800,1,1,,London;Printed and sold b,Fiction,,"The history of Zoa, the beautiful Indian, daughter of Henrietta de Bellgrave; and of Rodomond",novel
nyp.33433076021868,"Stephens, Robert Neilson",,,m,us,1867-1906.,1904,,1904,3,3,,Boston;L. C. Page & compa,Fiction|NotFiction,,"The bright face of danger; being an account of some adventures of Henri de Launay, son of the Sieur de la Tournoire",novel
nyp.33433074843255,"Davis, Norah",,,f,us,b. 1878.,1920,,1920,1,1,,New York;The Century Co.;,Fiction,,The other woman,novel
inu.32000004490787,"Martineau, Harriet",,,f,uk,1802-1876.,1834,,1834,6,6,,London;C. Fox;1824.,Fiction,,Illustrations of taxation,novel
uc1.b4098786,"Tunis, John Roberts",,,m,us,1889-1975.,1942,,1942,1,1,,"New York|Harcourt, Brace ",NotFiction,,All-American,novel
nyp.33433075751945,"Steuart, John A. (John Alexander)",,,m,,1861-1932.,1898,,1898,1,1,,"New York;Dodd, Mead & com",Fiction,,The minister of state; a novel,novel
nyp.33433075756720,"Upton, William C",,,m,,,1914,,1914,1,1,,New York;Upton;1914.,Fiction,Irish fiction,Uncle Pat's cabin : a story of Irish life,novel
uiuo.ark+=13960=t9q24gf51,"Murray, Rhaynel",,,u,,,1872,,1872,3,3,v.2,London;T. Richardson;1872,,,Gerald's ordeal,novel
mdp.49015002389782,"Tomasi, Mari",,,f,us,1907-1965.,1988,1949,1965,1,1,,"Shelburne, Vt.|New Englan",Fiction,,Like lesser gods,reprint
umn.31951002096061t,"Lincoln, Joseph Crosby",,,m,us,1870-1944.,1921,,1921,1,1,,London;D. Appleton and co,NotFiction,,The magnificent Mr. Bangs : a novel,novel
hvd.hn2hej,"Semple, Elizabeth",,,f,,fl. 1804-1816.,1801,,1801,2,2,v.2,London;Printed for E. Llo,Juvenile audience|Fiction,Conduct of life|Children,"Summer rambles, or, Conversations, instructive and entertaining : for the use of children : dedicated (by permission) to Her Royal Highness The Princess Charlotte of Wales",juvenile
njp.32101013536212,"Bixby, O. H",,,m,us,,1864,,1864,1,1,,"Baltimore, Md.;Printed by",,"Civil War, 1861-1865|Pris","Incidents in Dixie : being ten months' experience of a Union soldier in the military prisons of Richmond, N. Orleans and Salisbury",novel
nyp.33433000182612,"Huntley, H. V. (Henry Vere), Sir",,,m,us,1795-1864.,1849,,1849,1,1,,Paris;A. and W. Galignana,Fiction,English fiction,"Peregrine Scramble : or, Thirty years adventures of a blue jacket",novel
uc2.ark+=13960=t15m62f6n,"Whitson, John Harvey",,,m,us,1854-1936.,1907,,1907,2,2,,"Boston;Little, Brown, and",,,The castle of doubt,novel
nyp.33433074855077,"Galt, John",,,m,,1779-1839.,1830,,1830,2,2,v. 2,New-York;Printed by J. & ,NotFiction,Fiction|19th century,Southennan. ... In two volumes,novel
mdp.39015000701733,"Berto, Giuseppe",,,m,it,1914-1978,1968,1966,1968,1,1,,New York|Knopf|1968.,Fiction,,Antonio in love,novel
inu.32000003474824,"Howard, Elizabeth Jane",,,f,uk,1923-2014,1959,,1959,4,3,,London|J. Cape|1959.,Fiction|NotFiction,,The sea change,novel
uc1.$b105795,"Teilhet, Darwin L. (Darwin Le Ora)",,,m,us,1904-1964,1947,,1947,1,1,,New York|London|D. Applet,Fiction,,Something wonderful to happen : a charivari,novel
mdp.39015061469048,"Wakefield, Tom",,,m,uk,,1985,,1985,1,1,,London|GMP|1985.,Novel|Humorous fiction,"Fiction in English, 1945-",The discus throwers,novel
uc1.b3143008,"Meller, Sidney",,,m,us,,1941,,1941,2,2,,New York|The Macmillan co,Fiction,,Home is here,novel
uc1.32106002055595,"Newman, Charles",,,m,,1938-2006.,1970,,1968,1,1,,Bloomington|Indiana Unive,NotFiction,20th century|Literary col,"Under 30: fiction, poetry and criticism of the new American writers",reprint
nyp.33433074889050,,,,,,,1870,,1870,1,1,,Boston;Lee and Shepard;18,Fiction,,Life and alone,novel
nnc1.1002204371,"Spurr, George G",,,m,us,,1881,,1881,1,1,,Boston;A. Williams & comp,NotFiction,Fiction|Gold discoveries,"The land of gold. : A tale of '49, illustrative of early pioneer life in California, and founded upon fact",novel
uc1.b4220529,"Yuan, Jing",,,f,ch,1914-1999,1979,1949,1979,1,1,,Peking|Foreign Languages ,Fiction,"Sino-Japanese War, 1937-1",Daughters and sons,reprint
mdp.39015029935965,"Gokak, Vinayak Krishna",,,m,in,1909-1992.,1992,,1992,2,2,,Delhi|B.R. Pub. Corp.|New,Fiction,,The Agony and the glory : a novel,novel
nyp.33433076093321,"Lytton, Edward Bulwer Lytton, Baron",,,m,uk,1803-1873.,1850,,1850,1,1,"v. 3 (My Novel, etc.)",New York;P.F. Collier;185,NotFiction,English literature,The works of Edward Bulwer-Lytton (Lord Lytton),novel
nyp.33433082300892,"Brown, Helen Dawes",,,f,,1857-1941.,1918,,1918,1,1,,Boston;New York;Houghton ,Juvenile audience|Fiction,,Little Jean,juvenile
uc1.$b63869,"Walker, Mildred",,,f,us,1905-1998.,1941,,1941,2,1,,"New York|Harcourt, Brace ",Authors' inscriptions (Pr,,Unless the wind turns,novel
osu.32435000824573,"Williams, Valentine",,,m,uk,1883-1946.,1932,,1932,1,1,,New York|Collier|c1932.,NotFiction,,The mystery of the gold box,novel
mdp.39015002288721,"Asimov, Isaac",,,m,us,1920-1992.,1951,,1951,1,1,,"Garden City, N. Y.|Double",Fiction,,"The stars, like dust",novel
pst.000020873486,"Milligan, Jean C",,,,,,1960,,1960,1,1,,Glascow|Collins|1960].,NotFiction,Country-dances (Music),101 Scottish country dances : [including 23 hitherto unpublished],nonfic
uiuo.ark+=13960=t99604q44,"Payn, James",,,m,uk,1830-1898.,1875,,1875,3,3,v.3,London;Tinsley;1875.,,823P29WA,Walter's word;,novel
mdp.39015037310813,,,,,,,1994,,1994,2,2,,Colombo|Tilak Balasuriya|,Fiction,"Short stories, Sinhalese|",An Anthology of Sinhala short stories in English,shortstories
uc1.32106017921815,"Dickson, Jack",,,m,uk,,1997,,1997,1,1,,"Brighton, England|Millivr",Mystery fiction|Fiction,Glasgow|Scotland|Fiction|,Oddfellows,novel
nyp.33433076054083,"Roe, A. S. (Azel Stevens)",,,m,us,1798-1886.,1858,,1858,2,2,,New York;Derby & Jackson;,Fiction,,"True to the last; or, Alone on a wide wide sea",novel
inu.39000005799817,"Parkinson, Ann",,,f,,,1962,1959,1962,2,2,v.2,Singapore|Eastern Univers,NotFiction,Folklore|Malaysia|Malaya|,"Malayan fables, retold from the Malay annals",juvenile | shortstories
uiuo.ark+=13960=t6155734j,"Sheppard, Elizabeth Sara",,,f,uk,1830-1862.,1858,,1858,5,5,v.2,London;Hurst and Blackett,,Musical fiction,Rumour,novel
njp.32101073253690,,,,,,,1802,,1802,1,1,v.1,Edinburgh;Printed for the,NotFiction,,"Arabian Night's entertainments, consisting of one thousand and one stories, told by the sultaness of the Indies",reprint
uc1.b3347055,"Hulton, Edward George Warris, Sir",,,m,uk,1906-1988,1966,,1966,1,1,,London|Spearman|1966,Fiction,,Conflicts,novel
inu.30000114553013,"Holmes, Oliver Wendell",,,m,us,1809-1894.,1891,1867,1891,2,2,,New York;Sully and Kleint,NotFiction,,The complete works of Oliver Wendell Holmes,novel
njp.32101063604167,"Guernsey, Lucy Ellen",,,f,us,1826-1899.,1863,,1863,1,1,,New York;Anson D.F. Rando,Juvenile audience|Fiction,,Tabby and her travels : or the holiday adventures of a kitten ; a Christmas and New Year's story,juvenile
uiuo.ark+=13960=t6b28f15h,"Murray, Hugh",,,m,uk,1779-1846,1814,,1814,3,3,v.2,London;Longman;1814.,,,"Corasmin; or, The minister;",novel
inu.30000007145497,,,,u,,,1960,,1960,1,1,,London|J. M. Dent|New Yor,Fiction,Nja?ll �orgursson|930 (ca,The story of Burnt Njal,reprint
uc2.ark+=13960=t37080958,,,,u,,,1840,,1840,2,2,,London;W.M. Clark;1840?,,,"Deveril the cracksman; or, The autobiography of a thief",novel
coo.31924052396912,"Barnard, Charles",,,m,,1838-1920.,1869,,1869,1,1,,Boston;Loring;c1869,NotFiction,Vegetable gardening,"Farming by inches; or, ""With brains, sir""",novel
pst.000005716418,"Wright, Watkins Eppes",,"Wright, William",m,us,,1949,,1949,1,1,,New York|Phoenix Press|19,NotFiction,,Body a? la mode,novel
mdp.39015048717410,"Cockrell, Marian",,,f,us,1909-1999,1946,,1946,1,1,,New York|London|Harper & ,Fiction,,"Something between, by Marian Cockrell",novel
mdp.39015021352763,Hs�an Hua,,,,,1908-1995.,1978,,1978,1,1,,"Talmadge, Calif.|Buddhist",NotFiction,Doctrines|Dharma (Buddhis,Dharma talks by Master Hua,nonfic
nyp.33433082291505,,,,,,,1856,,1856,1,1,,New York;Richard Marsh;18,NotFiction,Wit and humor,"New book of a thousand anecdotes, wit, humor, odd scraps, tales legends, bon mots, offhand hits, sketches",reprint
